OG	P	FDR_P	numtax	bp
11837	0.184	0.333029997987	18	1263
12945	0.184	0.333029997987	19	2319
13985	0.184	0.333029997987	19	1365
14662	0.184	0.333029997987	19	3657
14993	0.184	0.333029997987	19	1635
15314	0.184	0.333029997987	18	1476
15841	0.184	0.333029997987	19	771
16858	0.184	0.333029997987	19	1062
17674	0.184	0.333029997987	18	1065
17918	0.184	0.333029997987	17	945
18512	0.184	0.333029997987	17	474
18684	0.184	0.333029997987	14	360
19889	0.184	0.333029997987	11	657
10463	0.185	0.333163060897	18	2532
10687	0.185	0.333163060897	13	2289
10746	0.185	0.333163060897	17	4272
11959	0.185	0.333163060897	18	2532
12408	0.185	0.333163060897	19	2745
12432	0.185	0.333163060897	18	5559
12577	0.185	0.333163060897	19	1431
13147	0.185	0.333163060897	17	2256
13402	0.185	0.333163060897	19	672
13408	0.185	0.333163060897	19	5820
13734	0.185	0.333163060897	18	741
15124	0.185	0.333163060897	19	1221
15219	0.185	0.333163060897	18	1023
15906	0.185	0.333163060897	18	4236
16095	0.185	0.333163060897	19	1983
16580	0.185	0.333163060897	16	960
16945	0.185	0.333163060897	18	921
17055	0.185	0.333163060897	18	2007
18105	0.185	0.333163060897	18	1728
18136	0.185	0.333163060897	18	1713
18374	0.185	0.333163060897	17	1998
18654	0.185	0.333163060897	16	477
18682	0.185	0.333163060897	16	741
19121	0.185	0.333163060897	15	360
20006	0.185	0.333163060897	10	681
11235	0.186	0.333760479042	16	795
11278	0.186	0.333760479042	18	2724
12001	0.186	0.333760479042	19	2190
12017	0.186	0.333760479042	14	1707
12063	0.186	0.333760479042	16	795
13496	0.186	0.333760479042	19	3045
13819	0.186	0.333760479042	17	795
14984	0.186	0.333760479042	19	1590
15288	0.186	0.333760479042	18	2211
15308	0.186	0.333760479042	19	543
15624	0.186	0.333760479042	18	1476
16679	0.186	0.333760479042	19	5205
16697	0.186	0.333760479042	18	1833
17738	0.186	0.333760479042	18	984
17890	0.186	0.333760479042	17	483
18856	0.186	0.333760479042	16	618
19144	0.186	0.333760479042	14	642
19806	0.186	0.333760479042	11	423
10436	0.187	0.334021458375	18	2598
11158	0.187	0.334021458375	14	1020
12643	0.187	0.334021458375	19	1224
12655	0.187	0.334021458375	19	1290
12858	0.187	0.334021458375	19	2160
13165	0.187	0.334021458375	19	1755
13552	0.187	0.334021458375	18	1500
14167	0.187	0.334021458375	18	1146
14888	0.187	0.334021458375	18	1710
15159	0.187	0.334021458375	19	4110
15160	0.187	0.334021458375	19	723
15333	0.187	0.334021458375	19	2802
15367	0.187	0.334021458375	19	549
15731	0.187	0.334021458375	19	1248
17144	0.187	0.334021458375	18	576
17350	0.187	0.334021458375	17	1359
17506	0.187	0.334021458375	18	357
17883	0.187	0.334021458375	18	4815
18552	0.187	0.334021458375	17	1818
18956	0.187	0.334021458375	16	888
19083	0.187	0.334021458375	16	909
19117	0.187	0.334021458375	16	501
19642	0.187	0.334021458375	13	798
10831	0.188	0.334610968125	19	1344
12166	0.188	0.334610968125	18	1515
12638	0.188	0.334610968125	17	903
13426	0.188	0.334610968125	18	10686
13619	0.188	0.334610968125	19	1569
13765	0.188	0.334610968125	19	993
14293	0.188	0.334610968125	19	600
14547	0.188	0.334610968125	19	1137
14818	0.188	0.334610968125	19	1140
15410	0.188	0.334610968125	19	1320
15475	0.188	0.334610968125	19	939
16221	0.188	0.334610968125	19	1743
16514	0.188	0.334610968125	19	1794
17592	0.188	0.334610968125	17	684
17801	0.188	0.334610968125	18	948
18067	0.188	0.334610968125	18	576
18575	0.188	0.334610968125	17	2322
18841	0.188	0.334610968125	17	1239
10417	0.189	0.335130177515	16	1941
11863	0.189	0.335130177515	18	2343
12422	0.189	0.335130177515	19	1314
12762	0.189	0.335130177515	19	957
12821	0.189	0.335130177515	19	2295
13451	0.189	0.335130177515	19	1677
13605	0.189	0.335130177515	19	1290
13881	0.189	0.335130177515	19	4329
13896	0.189	0.335130177515	19	3927
14875	0.189	0.335130177515	18	3396
15924	0.189	0.335130177515	19	1677
16703	0.189	0.335130177515	18	1923
17052	0.189	0.335130177515	18	732
17138	0.189	0.335130177515	17	771
17148	0.189	0.335130177515	18	2733
17181	0.189	0.335130177515	18	1134
17392	0.189	0.335130177515	17	357
18357	0.189	0.335130177515	17	453
18859	0.189	0.335130177515	16	1329
11351	0.19	0.335645509923	19	1086
11475	0.19	0.335645509923	18	2247
11681	0.19	0.335645509923	16	1110
12245	0.19	0.335645509923	18	2187
12248	0.19	0.335645509923	18	1491
13200	0.19	0.335645509923	19	1266
13322	0.19	0.335645509923	19	534
13480	0.19	0.335645509923	19	4884
15069	0.19	0.335645509923	19	690
15666	0.19	0.335645509923	19	444
15939	0.19	0.335645509923	19	591
16365	0.19	0.335645509923	19	3081
17669	0.19	0.335645509923	18	2469
18483	0.19	0.335645509923	13	1275
18623	0.19	0.335645509923	6	990
18754	0.19	0.335645509923	17	996
19024	0.19	0.335645509923	16	1305
19534	0.19	0.335645509923	10	435
19714	0.19	0.335645509923	10	372
10844	0.191	0.336354554358	17	5769
10864	0.191	0.336354554358	14	999
11383	0.191	0.336354554358	17	3891
11967	0.191	0.336354554358	19	582
12397	0.191	0.336354554358	18	1263
12571	0.191	0.336354554358	16	1308
13887	0.191	0.336354554358	19	1455
14509	0.191	0.336354554358	19	1149
14673	0.191	0.336354554358	19	4434
15192	0.191	0.336354554358	18	1953
16023	0.191	0.336354554358	19	633
16108	0.191	0.336354554358	19	5733
16796	0.191	0.336354554358	19	681
17330	0.191	0.336354554358	16	1188
18383	0.191	0.336354554358	17	432
19286	0.191	0.336354554358	14	756
11072	0.192	0.337190857589	18	7542
11461	0.192	0.337190857589	17	1419
12912	0.192	0.337190857589	19	1569
13042	0.192	0.337190857589	19	2325
14855	0.192	0.337190857589	19	747
15273	0.192	0.337190857589	19	480
15325	0.192	0.337190857589	16	3333
15488	0.192	0.337190857589	18	2202
16076	0.192	0.337190857589	18	1350
17320	0.192	0.337190857589	13	1785
18071	0.192	0.337190857589	18	594
18587	0.192	0.337190857589	16	672
18862	0.192	0.337190857589	14	390
19532	0.192	0.337190857589	12	600
11464	0.193	0.337825155763	16	1563
12641	0.193	0.337825155763	19	1944
12832	0.193	0.337825155763	19	873
13431	0.193	0.337825155763	15	1326
13846	0.193	0.337825155763	18	702
14770	0.193	0.337825155763	16	1290
15009	0.193	0.337825155763	19	1020
15168	0.193	0.337825155763	18	429
15218	0.193	0.337825155763	19	975
16127	0.193	0.337825155763	19	1167
16659	0.193	0.337825155763	19	768
17094	0.193	0.337825155763	18	1095
17280	0.193	0.337825155763	18	3735
17484	0.193	0.337825155763	18	327
17743	0.193	0.337825155763	17	2034
17980	0.193	0.337825155763	18	1917
18820	0.193	0.337825155763	17	588
11002	0.194	0.338915662651	18	1389
11230	0.194	0.338915662651	15	1914
15189	0.194	0.338915662651	19	1200
15396	0.194	0.338915662651	19	750
16011	0.194	0.338915662651	18	432
16014	0.194	0.338915662651	19	2091
16997	0.194	0.338915662651	18	513
17018	0.194	0.338915662651	18	1338
17226	0.194	0.338915662651	18	375
19149	0.194	0.338915662651	11	648
10472	0.195	0.338950116009	11	2079
10745	0.195	0.338950116009	10	594
10857	0.195	0.338950116009	17	3249
11346	0.195	0.338950116009	17	426
11765	0.195	0.338950116009	18	573
11996	0.195	0.338950116009	18	1116
11999	0.195	0.338950116009	18	762
12407	0.195	0.338950116009	19	753
12439	0.195	0.338950116009	19	585
13084	0.195	0.338950116009	19	789
14027	0.195	0.338950116009	19	5448
14442	0.195	0.338950116009	18	1170
14450	0.195	0.338950116009	18	1803
14603	0.195	0.338950116009	19	987
14681	0.195	0.338950116009	17	576
15421	0.195	0.338950116009	19	2310
15592	0.195	0.338950116009	19	639
15696	0.195	0.338950116009	19	2436
16285	0.195	0.338950116009	19	2205
16363	0.195	0.338950116009	19	1500
16742	0.195	0.338950116009	19	1770
17124	0.195	0.338950116009	18	663
17873	0.195	0.338950116009	18	1005
18229	0.195	0.338950116009	17	585
18364	0.195	0.338950116009	17	465
19230	0.195	0.338950116009	14	1935
10818	0.196	0.339179980751	18	1692
11028	0.196	0.339179980751	18	1260
11043	0.196	0.339179980751	15	2049
12094	0.196	0.339179980751	18	1365
12303	0.196	0.339179980751	16	1611
12776	0.196	0.339179980751	19	2274
12937	0.196	0.339179980751	19	1716
13240	0.196	0.339179980751	19	921
13623	0.196	0.339179980751	19	885
13879	0.196	0.339179980751	18	3666
14075	0.196	0.339179980751	19	3060
15431	0.196	0.339179980751	19	1413
15542	0.196	0.339179980751	19	849
16055	0.196	0.339179980751	19	1635
16248	0.196	0.339179980751	19	2631
16253	0.196	0.339179980751	19	1350
16300	0.196	0.339179980751	19	1329
17014	0.196	0.339179980751	17	702
17714	0.196	0.339179980751	18	825
17989	0.196	0.339179980751	16	735
18589	0.196	0.339179980751	17	951
18938	0.196	0.339179980751	16	1155
19533	0.196	0.339179980751	11	381
10454	0.197	0.339407819088	14	1290
10641	0.197	0.339407819088	16	4581
10715	0.197	0.339407819088	14	1062
10730	0.197	0.339407819088	18	3018
11988	0.197	0.339407819088	17	3492
12306	0.197	0.339407819088	16	1857
13108	0.197	0.339407819088	19	2730
13119	0.197	0.339407819088	18	1008
13447	0.197	0.339407819088	19	1290
13481	0.197	0.339407819088	17	783
13858	0.197	0.339407819088	19	4038
14838	0.197	0.339407819088	17	852
15399	0.197	0.339407819088	19	3336
15887	0.197	0.339407819088	19	1191
16145	0.197	0.339407819088	19	1017
16278	0.197	0.339407819088	19	2004
16575	0.197	0.339407819088	19	1701
17508	0.197	0.339407819088	18	1734
17822	0.197	0.339407819088	18	1104
17897	0.197	0.339407819088	18	684
18781	0.197	0.339407819088	16	705
18898	0.197	0.339407819088	16	1119
19319	0.197	0.339407819088	15	519
12674	0.198	0.340022922636	19	1803
12883	0.198	0.340022922636	18	1017
13250	0.198	0.340022922636	18	1788
13269	0.198	0.340022922636	16	2010
13347	0.198	0.340022922636	19	3366
13545	0.198	0.340022922636	19	3636
14669	0.198	0.340022922636	19	1065
15040	0.198	0.340022922636	19	1203
15146	0.198	0.340022922636	15	5556
16105	0.198	0.340022922636	19	1581
16185	0.198	0.340022922636	19	3747
16352	0.198	0.340022922636	17	879
16433	0.198	0.340022922636	19	909
17174	0.198	0.340022922636	18	1320
18532	0.198	0.340022922636	17	2181
18662	0.198	0.340022922636	17	1170
18811	0.198	0.340022922636	17	2127
10590	0.199	0.340698914492	16	3255
12154	0.199	0.340698914492	18	1581
12249	0.199	0.340698914492	18	609
12276	0.199	0.340698914492	14	756
13574	0.199	0.340698914492	19	2604
13792	0.199	0.340698914492	19	687
14168	0.199	0.340698914492	18	1371
14459	0.199	0.340698914492	19	1011
16905	0.199	0.340698914492	19	1485
17562	0.199	0.340698914492	18	1020
17610	0.199	0.340698914492	18	1968
18620	0.199	0.340698914492	15	474
18793	0.199	0.340698914492	15	513
19281	0.199	0.340698914492	11	1209
19571	0.199	0.340698914492	14	861
19600	0.199	0.340698914492	12	759
10593	0.2	0.341565349544	17	2040
11823	0.2	0.341565349544	19	7887
12136	0.2	0.341565349544	19	1212
12374	0.2	0.341565349544	19	888
12622	0.2	0.341565349544	19	741
13096	0.2	0.341565349544	19	933
13349	0.2	0.341565349544	19	1677
14319	0.2	0.341565349544	19	903
15179	0.2	0.341565349544	18	1497
15598	0.2	0.341565349544	19	1983
17300	0.2	0.341565349544	18	1023
19031	0.2	0.341565349544	15	558
19207	0.2	0.341565349544	12	912
10510	0.201	0.342168149972	19	1242
11871	0.201	0.342168149972	19	2826
12013	0.201	0.342168149972	18	981
13100	0.201	0.342168149972	19	6087
13478	0.201	0.342168149972	13	1002
14209	0.201	0.342168149972	19	6519
14571	0.201	0.342168149972	19	2238
15709	0.201	0.342168149972	19	1632
15930	0.201	0.342168149972	19	993
16146	0.201	0.342168149972	19	3108
16349	0.201	0.342168149972	19	924
16353	0.201	0.342168149972	18	597
17591	0.201	0.342168149972	18	1326
17843	0.201	0.342168149972	17	1323
18431	0.201	0.342168149972	17	468
18651	0.201	0.342168149972	15	303
19165	0.201	0.342168149972	16	663
10413	0.202	0.342508487363	19	2760
10521	0.202	0.342508487363	16	3360
10760	0.202	0.342508487363	18	1680
10936	0.202	0.342508487363	18	1416
11378	0.202	0.342508487363	18	978
12489	0.202	0.342508487363	16	1068
12845	0.202	0.342508487363	19	3426
13437	0.202	0.342508487363	19	843
13616	0.202	0.342508487363	19	4134
14526	0.202	0.342508487363	19	1947
14542	0.202	0.342508487363	16	1203
15037	0.202	0.342508487363	19	771
15316	0.202	0.342508487363	19	2685
15641	0.202	0.342508487363	19	2649
15840	0.202	0.342508487363	18	1332
15927	0.202	0.342508487363	19	780
16704	0.202	0.342508487363	19	1596
17294	0.202	0.342508487363	18	690
18365	0.202	0.342508487363	15	1866
19170	0.202	0.342508487363	14	996
19242	0.202	0.342508487363	15	1692
10851	0.203	0.342846139395	16	2817
11850	0.203	0.342846139395	18	702
11898	0.203	0.342846139395	18	765
12485	0.203	0.342846139395	17	2232
12508	0.203	0.342846139395	19	2424
12813	0.203	0.342846139395	19	1755
14135	0.203	0.342846139395	19	1323
14556	0.203	0.342846139395	18	3078
14759	0.203	0.342846139395	19	2094
14764	0.203	0.342846139395	19	1512
15710	0.203	0.342846139395	16	1368
15773	0.203	0.342846139395	19	6402
16001	0.203	0.342846139395	19	999
16227	0.203	0.342846139395	19	5253
16276	0.203	0.342846139395	19	1683
16460	0.203	0.342846139395	19	1623
17135	0.203	0.342846139395	18	459
17870	0.203	0.342846139395	18	1305
18414	0.203	0.342846139395	17	1491
18447	0.203	0.342846139395	14	456
18523	0.203	0.342846139395	17	636
10485	0.204	0.342860347729	18	4377
11068	0.204	0.342860347729	17	1779
11594	0.204	0.342860347729	10	648
11832	0.204	0.342860347729	19	1905
12848	0.204	0.342860347729	19	3738
12888	0.204	0.342860347729	19	1038
13356	0.204	0.342860347729	19	702
13857	0.204	0.342860347729	17	519
13921	0.204	0.342860347729	18	4605
14574	0.204	0.342860347729	18	1566
15408	0.204	0.342860347729	19	2151
15545	0.204	0.342860347729	19	5763
15692	0.204	0.342860347729	18	1302
16189	0.204	0.342860347729	19	1764
16219	0.204	0.342860347729	19	1491
16330	0.204	0.342860347729	19	1287
16504	0.204	0.342860347729	18	1458
17004	0.204	0.342860347729	18	1290
17175	0.204	0.342860347729	17	1593
17268	0.204	0.342860347729	18	1593
17403	0.204	0.342860347729	17	1221
17570	0.204	0.342860347729	18	441
17906	0.204	0.342860347729	17	963
19503	0.204	0.342860347729	12	1122
19639	0.204	0.342860347729	13	1488
19669	0.204	0.342860347729	13	426
10325	0.205	0.343449496832	13	1053
11348	0.205	0.343449496832	19	2016
11688	0.205	0.343449496832	18	1578
12101	0.205	0.343449496832	18	2673
12155	0.205	0.343449496832	17	1932
12680	0.205	0.343449496832	17	2196
12916	0.205	0.343449496832	19	825
13401	0.205	0.343449496832	19	1446
13528	0.205	0.343449496832	19	1251
14511	0.205	0.343449496832	19	888
14623	0.205	0.343449496832	19	435
15916	0.205	0.343449496832	19	6561
16198	0.205	0.343449496832	18	1329
16332	0.205	0.343449496832	19	1872
17576	0.205	0.343449496832	18	987
18393	0.205	0.343449496832	17	570
18892	0.205	0.343449496832	16	549
10739	0.206	0.344226765799	17	1896
11535	0.206	0.344226765799	17	5109
12212	0.206	0.344226765799	17	1854
12220	0.206	0.344226765799	17	966
12800	0.206	0.344226765799	18	2640
13214	0.206	0.344226765799	19	618
14061	0.206	0.344226765799	19	1548
15387	0.206	0.344226765799	19	3930
15481	0.206	0.344226765799	18	1290
15891	0.206	0.344226765799	19	3009
16465	0.206	0.344226765799	18	4203
16967	0.206	0.344226765799	18	339
17224	0.206	0.344226765799	18	1695
18349	0.206	0.344226765799	17	1656
10518	0.207	0.344744349759	18	7773
11269	0.207	0.344744349759	17	1956
12129	0.207	0.344744349759	15	2382
12158	0.207	0.344744349759	18	2745
12705	0.207	0.344744349759	18	1326
13714	0.207	0.344744349759	19	3900
14359	0.207	0.344744349759	19	2244
15077	0.207	0.344744349759	19	864
15318	0.207	0.344744349759	19	2838
15600	0.207	0.344744349759	19	1386
15708	0.207	0.344744349759	19	1557
15764	0.207	0.344744349759	19	2772
16557	0.207	0.344744349759	19	1209
16684	0.207	0.344744349759	19	1728
17653	0.207	0.344744349759	17	1053
17678	0.207	0.344744349759	18	1167
18463	0.207	0.344744349759	12	2877
19780	0.207	0.344744349759	10	447
10671	0.208	0.345386036202	17	2166
11517	0.208	0.345386036202	18	3300
11790	0.208	0.345386036202	13	1149
11833	0.208	0.345386036202	18	933
11870	0.208	0.345386036202	18	690
12381	0.208	0.345386036202	18	1212
13607	0.208	0.345386036202	18	4686
14289	0.208	0.345386036202	19	1095
15548	0.208	0.345386036202	19	876
16059	0.208	0.345386036202	19	4227
16386	0.208	0.345386036202	19	873
16562	0.208	0.345386036202	19	7884
17241	0.208	0.345386036202	18	957
17431	0.208	0.345386036202	16	981
18377	0.208	0.345386036202	17	1017
19625	0.208	0.345386036202	10	495
10725	0.209	0.345642016188	13	3162
11123	0.209	0.345642016188	17	1710
12196	0.209	0.345642016188	17	2631
12376	0.209	0.345642016188	19	2082
12499	0.209	0.345642016188	18	1059
13672	0.209	0.345642016188	19	3897
13756	0.209	0.345642016188	19	1989
13875	0.209	0.345642016188	18	645
13889	0.209	0.345642016188	19	1578
14539	0.209	0.345642016188	19	462
14576	0.209	0.345642016188	18	3267
14628	0.209	0.345642016188	19	2394
15756	0.209	0.345642016188	19	2034
16195	0.209	0.345642016188	19	732
16340	0.209	0.345642016188	19	657
16436	0.209	0.345642016188	19	3096
17601	0.209	0.345642016188	18	504
17955	0.209	0.345642016188	18	648
18486	0.209	0.345642016188	17	1476
18959	0.209	0.345642016188	16	504
19337	0.209	0.345642016188	15	909
19457	0.209	0.345642016188	10	438
10513	0.21	0.345895932576	15	2244
11472	0.21	0.345895932576	17	4299
11543	0.21	0.345895932576	18	2070
12773	0.21	0.345895932576	19	2544
13797	0.21	0.345895932576	19	978
14142	0.21	0.345895932576	19	753
14280	0.21	0.345895932576	19	381
14518	0.21	0.345895932576	19	2583
14611	0.21	0.345895932576	19	999
14671	0.21	0.345895932576	17	540
15917	0.21	0.345895932576	15	3213
16423	0.21	0.345895932576	19	1932
17398	0.21	0.345895932576	18	1404
17850	0.21	0.345895932576	18	756
18088	0.21	0.345895932576	18	1785
18323	0.21	0.345895932576	17	669
18605	0.21	0.345895932576	17	849
18860	0.21	0.345895932576	16	372
19106	0.21	0.345895932576	16	954
19142	0.21	0.345895932576	15	1074
19287	0.21	0.345895932576	15	1110
19442	0.21	0.345895932576	14	963
10673	0.211	0.34627418766	17	2472
10930	0.211	0.34627418766	15	2025
11689	0.211	0.34627418766	15	2445
11737	0.211	0.34627418766	19	1011
12144	0.211	0.34627418766	18	2166
12819	0.211	0.34627418766	19	3333
13649	0.211	0.34627418766	19	747
14758	0.211	0.34627418766	19	2004
15055	0.211	0.34627418766	19	3018
16620	0.211	0.34627418766	19	1317
16784	0.211	0.34627418766	19	2061
17069	0.211	0.34627418766	17	519
17254	0.211	0.34627418766	18	1074
17721	0.211	0.34627418766	18	999
18031	0.211	0.34627418766	18	951
18355	0.211	0.34627418766	15	879
18457	0.211	0.34627418766	17	1023
18713	0.211	0.34627418766	17	741
19270	0.211	0.34627418766	15	1923
19747	0.211	0.34627418766	10	1122
10724	0.212	0.346838944495	13	897
10819	0.212	0.346838944495	17	2121
11726	0.212	0.346838944495	19	5871
12175	0.212	0.346838944495	18	3006
12333	0.212	0.346838944495	16	885
12433	0.212	0.346838944495	19	2622
12560	0.212	0.346838944495	19	477
12720	0.212	0.346838944495	18	777
13078	0.212	0.346838944495	19	2640
13521	0.212	0.346838944495	19	516
14264	0.212	0.346838944495	19	1593
15230	0.212	0.346838944495	19	1305
16690	0.212	0.346838944495	18	1329
17152	0.212	0.346838944495	15	1926
18126	0.212	0.346838944495	17	759
18354	0.212	0.346838944495	14	1299
19791	0.212	0.346838944495	12	1107
11435	0.213	0.347400217707	17	3474
12016	0.213	0.347400217707	16	1365
12077	0.213	0.347400217707	19	1614
12567	0.213	0.347400217707	19	4341
12583	0.213	0.347400217707	19	1164
12590	0.213	0.347400217707	19	1746
13166	0.213	0.347400217707	19	1146
13956	0.213	0.347400217707	19	2703
14200	0.213	0.347400217707	19	1407
14727	0.213	0.347400217707	19	1920
15012	0.213	0.347400217707	19	1173
15528	0.213	0.347400217707	19	3093
16925	0.213	0.347400217707	10	432
17353	0.213	0.347400217707	17	510
17893	0.213	0.347400217707	17	1365
18351	0.213	0.347400217707	17	807
